Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
63116,33,Black,0,1,0,1,0
63117,35,Black,0,1,0,1,0
63118,10,Black,0,1,1,0,0
63119,18,Red,1,0,1,0,0
63120,20,Black,0,1,1,0,0
63121,7,Red,1,0,0,1,0
63122,31,Black,0,1,0,1,0
63123,30,Red,1,0,1,0,0
63124,7,Red,1,0,0,1,0
63125,13,Black,0,1,0,1,0
63126,31,Black,0,1,0,1,0
63127,10,Black,0,1,1,0,0
63128,27,Red,1,0,0,1,0
63129,27,Red,1,0,0,1,0
63130,8,Black,0,1,1,0,0
63131,36,Red,1,0,1,0,0
63132,2,Black,0,1,1,0,0
63133,15,Black,0,1,0,1,0
63134,22,Black,0,1,1,0,0
63135,2,Black,0,1,1,0,0
63136,6,Black,0,1,1,0,0
63137,10,Black,0,1,1,0,0
63138,32,Red,1,0,1,0,0
63139,16,Red,1,0,1,0,0
63140,8,Black,0,1,1,0,0
63141,28,Black,0,1,1,0,0
63142,0,Green,0,0,0,0,1
63143,16,Red,1,0,1,0,0
63144,7,Red,1,0,0,1,0
63145,28,Black,0,1,1,0,0
63146,24,Black,0,1,1,0,0
63147,7,Red,1,0,0,1,0
63148,26,Black,0,1,1,0,0
63149,4,Black,0,1,1,0,0
63150,17,Black,0,1,0,1,0
63151,10,Black,0,1,1,0,0
63152,5,Red,1,0,0,1,0
63153,28,Black,0,1,1,0,0
63154,8,Black,0,1,1,0,0
63155,19,Red,1,0,0,1,0
63156,11,Black,0,1,0,1,0
63157,23,Red,1,0,0,1,0
63158,13,Black,0,1,0,1,0
63159,24,Black,0,1,1,0,0
63160,4,Black,0,1,1,0,0
63161,9,Red,1,0,0,1,0
63162,14,Red,1,0,1,0,0
63163,20,Black,0,1,1,0,0
63164,34,Red,1,0,1,0,0
63165,1,Red,1,0,0,1,0
63166,11,Black,0,1,0,1,0
63167,8,Black,0,1,1,0,0
63168,9,Red,1,0,0,1,0
63169,3,Red,1,0,0,1,0
63170,21,Red,1,0,0,1,0
63171,22,Black,0,1,1,0,0
63172,32,Red,1,0,1,0,0
63173,31,Black,0,1,0,1,0
63174,22,Black,0,1,1,0,0
63175,33,Black,0,1,0,1,0
63176,33,Black,0,1,0,1,0
63177,28,Black,0,1,1,0,0
63178,10,Black,0,1,1,0,0
63179,27,Red,1,0,0,1,0
63180,16,Red,1,0,1,0,0
63181,4,Black,0,1,1,0,0
63182,20,Black,0,1,1,0,0
63183,3,Red,1,0,0,1,0
63184,19,Red,1,0,0,1,0
63185,10,Black,0,1,1,0,0
63186,3,Red,1,0,0,1,0
63187,24,Black,0,1,1,0,0
63188,5,Red,1,0,0,1,0
63189,32,Red,1,0,1,0,0
63190,13,Black,0,1,0,1,0
63191,20,Black,0,1,1,0,0
63192,24,Black,0,1,1,0,0
63193,5,Red,1,0,0,1,0
63194,23,Red,1,0,0,1,0
63195,20,Black,0,1,1,0,0
63196,19,Red,1,0,0,1,0
63197,16,Red,1,0,1,0,0
63198,34,Red,1,0,1,0,0
63199,34,Red,1,0,1,0,0
63200,18,Red,1,0,1,0,0
63201,12,Red,1,0,1,0,0
63202,5,Red,1,0,0,1,0
63203,20,Black,0,1,1,0,0
63204,16,Red,1,0,1,0,0
63205,17,Black,0,1,0,1,0
63206,28,Black,0,1,1,0,0
63207,13,Black,0,1,0,1,0
63208,16,Red,1,0,1,0,0
63209,24,Black,0,1,1,0,0
63210,4,Black,0,1,1,0,0
63211,8,Black,0,1,1,0,0
63212,13,Black,0,1,0,1,0
63213,0,Green,0,0,0,0,1
63214,15,Black,0,1,0,1,0
63215,29,Black,0,1,0,1,0
63216,6,Black,0,1,1,0,0
63217,23,Red,1,0,0,1,0
63218,22,Black,0,1,1,0,0
63219,31,Black,0,1,0,1,0
63220,17,Black,0,1,0,1,0
63221,6,Black,0,1,1,0,0
63222,12,Red,1,0,1,0,0
63223,18,Red,1,0,1,0,0
63224,36,Red,1,0,1,0,0
63225,22,Black,0,1,1,0,0
63226,31,Black,0,1,0,1,0
63227,27,Red,1,0,0,1,0
63228,13,Black,0,1,0,1,0
63229,23,Red,1,0,0,1,0
63230,28,Black,0,1,1,0,0
63231,9,Red,1,0,0,1,0
63232,6,Black,0,1,1,0,0
63233,21,Red,1,0,0,1,0
63234,36,Red,1,0,1,0,0
63235,25,Red,1,0,0,1,0
63236,19,Red,1,0,0,1,0
63237,7,Red,1,0,0,1,0
63238,36,Red,1,0,1,0,0
63239,11,Black,0,1,0,1,0
63240,16,Red,1,0,1,0,0
63241,19,Red,1,0,0,1,0
63242,29,Black,0,1,0,1,0
63243,15,Black,0,1,0,1,0
63244,29,Black,0,1,0,1,0
63245,13,Black,0,1,0,1,0
63246,18,Red,1,0,1,0,0
63247,5,Red,1,0,0,1,0
63248,9,Red,1,0,0,1,0
63249,5,Red,1,0,0,1,0
63250,17,Black,0,1,0,1,0
63251,12,Red,1,0,1,0,0
63252,1,Red,1,0,0,1,0
63253,13,Black,0,1,0,1,0
63254,6,Black,0,1,1,0,0
63255,31,Black,0,1,0,1,0
63256,8,Black,0,1,1,0,0
63257,33,Black,0,1,0,1,0
63258,18,Red,1,0,1,0,0
63259,5,Red,1,0,0,1,0
63260,13,Black,0,1,0,1,0
63261,33,Black,0,1,0,1,0
63262,30,Red,1,0,1,0,0
63263,28,Black,0,1,1,0,0
63264,19,Red,1,0,0,1,0
63265,0,Green,0,0,0,0,1
63266,18,Red,1,0,1,0,0
63267,6,Black,0,1,1,0,0
63268,19,Red,1,0,0,1,0
63269,7,Red,1,0,0,1,0
63270,12,Red,1,0,1,0,0
63271,1,Red,1,0,0,1,0
63272,20,Black,0,1,1,0,0
63273,8,Black,0,1,1,0,0
63274,4,Black,0,1,1,0,0
63275,34,Red,1,0,1,0,0
63276,19,Red,1,0,0,1,0
63277,35,Black,0,1,0,1,0
63278,24,Black,0,1,1,0,0
63279,34,Red,1,0,1,0,0
63280,4,Black,0,1,1,0,0
63281,25,Red,1,0,0,1,0
63282,19,Red,1,0,0,1,0
63283,15,Black,0,1,0,1,0
63284,14,Red,1,0,1,0,0
63285,12,Red,1,0,1,0,0
63286,31,Black,0,1,0,1,0
63287,17,Black,0,1,0,1,0
63288,0,Green,0,0,0,0,1
63289,5,Red,1,0,0,1,0
63290,10,Black,0,1,1,0,0
63291,18,Red,1,0,1,0,0
63292,9,Red,1,0,0,1,0
63293,7,Red,1,0,0,1,0
63294,17,Black,0,1,0,1,0
63295,14,Red,1,0,1,0,0
63296,14,Red,1,0,1,0,0
63297,10,Black,0,1,1,0,0
63298,26,Black,0,1,1,0,0
63299,31,Black,0,1,0,1,0
63300,30,Red,1,0,1,0,0
63301,19,Red,1,0,0,1,0
63302,25,Red,1,0,0,1,0
63303,10,Black,0,1,1,0,0
63304,31,Black,0,1,0,1,0
63305,26,Black,0,1,1,0,0
63306,0,Green,0,0,0,0,1
63307,4,Black,0,1,1,0,0
63308,34,Red,1,0,1,0,0
63309,21,Red,1,0,0,1,0
63310,10,Black,0,1,1,0,0
63311,28,Black,0,1,1,0,0
63312,7,Red,1,0,0,1,0
63313,17,Black,0,1,0,1,0
63314,14,Red,1,0,1,0,0
63315,33,Black,0,1,0,1,0
63316,5,Red,1,0,0,1,0
63317,11,Black,0,1,0,1,0
63318,22,Black,0,1,1,0,0
63319,34,Red,1,0,1,0,0
63320,30,Red,1,0,1,0,0
63321,15,Black,0,1,0,1,0
63322,24,Black,0,1,1,0,0
63323,33,Black,0,1,0,1,0
63324,28,Black,0,1,1,0,0
63325,22,Black,0,1,1,0,0
63326,31,Black,0,1,0,1,0
63327,4,Black,0,1,1,0,0
63328,12,Red,1,0,1,0,0
63329,33,Black,0,1,0,1,0
63330,9,Red,1,0,0,1,0
63331,11,Black,0,1,0,1,0
63332,31,Black,0,1,0,1,0
63333,2,Black,0,1,1,0,0
63334,7,Red,1,0,0,1,0
63335,1,Red,1,0,0,1,0
63336,11,Black,0,1,0,1,0
63337,35,Black,0,1,0,1,0
63338,19,Red,1,0,0,1,0
63339,33,Black,0,1,0,1,0
63340,4,Black,0,1,1,0,0
63341,24,Black,0,1,1,0,0
63342,36,Red,1,0,1,0,0
63343,19,Red,1,0,0,1,0
63344,14,Red,1,0,1,0,0
63345,6,Black,0,1,1,0,0
63346,22,Black,0,1,1,0,0
63347,10,Black,0,1,1,0,0
63348,18,Red,1,0,1,0,0
63349,36,Red,1,0,1,0,0
63350,21,Red,1,0,0,1,0
63351,23,Red,1,0,0,1,0
63352,36,Red,1,0,1,0,0
63353,7,Red,1,0,0,1,0
63354,33,Black,0,1,0,1,0
63355,8,Black,0,1,1,0,0
63356,14,Red,1,0,1,0,0
63357,22,Black,0,1,1,0,0
63358,2,Black,0,1,1,0,0
63359,36,Red,1,0,1,0,0
63360,21,Red,1,0,0,1,0
63361,2,Black,0,1,1,0,0
63362,25,Red,1,0,0,1,0
63363,16,Red,1,0,1,0,0
63364,0,Green,0,0,0,0,1
63365,7,Red,1,0,0,1,0
63366,12,Red,1,0,1,0,0
63367,28,Black,0,1,1,0,0
63368,29,Black,0,1,0,1,0
63369,32,Red,1,0,1,0,0
63370,13,Black,0,1,0,1,0
63371,14,Red,1,0,1,0,0
63372,35,Black,0,1,0,1,0
63373,7,Red,1,0,0,1,0
63374,26,Black,0,1,1,0,0
63375,30,Red,1,0,1,0,0
63376,19,Red,1,0,0,1,0
63377,0,Green,0,0,0,0,1
63378,7,Red,1,0,0,1,0
63379,13,Black,0,1,0,1,0
63380,30,Red,1,0,1,0,0
63381,20,Black,0,1,1,0,0
63382,18,Red,1,0,1,0,0
63383,6,Black,0,1,1,0,0
63384,13,Black,0,1,0,1,0
63385,12,Red,1,0,1,0,0
63386,30,Red,1,0,1,0,0
63387,24,Black,0,1,1,0,0
63388,11,Black,0,1,0,1,0
63389,4,Black,0,1,1,0,0
63390,0,Green,0,0,0,0,1
63391,1,Red,1,0,0,1,0
63392,25,Red,1,0,0,1,0
63393,15,Black,0,1,0,1,0
63394,2,Black,0,1,1,0,0
63395,18,Red,1,0,1,0,0
63396,20,Black,0,1,1,0,0
63397,20,Black,0,1,1,0,0
63398,33,Black,0,1,0,1,0
63399,29,Black,0,1,0,1,0
63400,15,Black,0,1,0,1,0
63401,23,Red,1,0,0,1,0
63402,4,Black,0,1,1,0,0
63403,19,Red,1,0,0,1,0
63404,27,Red,1,0,0,1,0
63405,14,Red,1,0,1,0,0
63406,11,Black,0,1,0,1,0
63407,15,Black,0,1,0,1,0
63408,34,Red,1,0,1,0,0
63409,17,Black,0,1,0,1,0
63410,34,Red,1,0,1,0,0
63411,19,Red,1,0,0,1,0
63412,25,Red,1,0,0,1,0
63413,31,Black,0,1,0,1,0
63414,11,Black,0,1,0,1,0
63415,15,Black,0,1,0,1,0
63416,17,Black,0,1,0,1,0
63417,33,Black,0,1,0,1,0
63418,33,Black,0,1,0,1,0
63419,3,Red,1,0,0,1,0
63420,11,Black,0,1,0,1,0
63421,0,Green,0,0,0,0,1
63422,2,Black,0,1,1,0,0
63423,0,Green,0,0,0,0,1
63424,26,Black,0,1,1,0,0
63425,36,Red,1,0,1,0,0
63426,24,Black,0,1,1,0,0
63427,30,Red,1,0,1,0,0
63428,29,Black,0,1,0,1,0
63429,33,Black,0,1,0,1,0
63430,19,Red,1,0,0,1,0
63431,35,Black,0,1,0,1,0
63432,22,Black,0,1,1,0,0
63433,21,Red,1,0,0,1,0
63434,22,Black,0,1,1,0,0
63435,33,Black,0,1,0,1,0
63436,4,Black,0,1,1,0,0
63437,7,Red,1,0,0,1,0
63438,12,Red,1,0,1,0,0
63439,31,Black,0,1,0,1,0
63440,15,Black,0,1,0,1,0
63441,0,Green,0,0,0,0,1
63442,21,Red,1,0,0,1,0
63443,21,Red,1,0,0,1,0
63444,5,Red,1,0,0,1,0
63445,35,Black,0,1,0,1,0
63446,1,Red,1,0,0,1,0
63447,10,Black,0,1,1,0,0
63448,20,Black,0,1,1,0,0
63449,23,Red,1,0,0,1,0
63450,5,Red,1,0,0,1,0
63451,34,Red,1,0,1,0,0
63452,13,Black,0,1,0,1,0
63453,35,Black,0,1,0,1,0
63454,25,Red,1,0,0,1,0
63455,12,Red,1,0,1,0,0
63456,11,Black,0,1,0,1,0
63457,27,Red,1,0,0,1,0
63458,12,Red,1,0,1,0,0
63459,23,Red,1,0,0,1,0
63460,23,Red,1,0,0,1,0
63461,36,Red,1,0,1,0,0
63462,36,Red,1,0,1,0,0
63463,17,Black,0,1,0,1,0
63464,3,Red,1,0,0,1,0
63465,14,Red,1,0,1,0,0
63466,15,Black,0,1,0,1,0
63467,5,Red,1,0,0,1,0
63468,21,Red,1,0,0,1,0
63469,8,Black,0,1,1,0,0
63470,33,Black,0,1,0,1,0
63471,27,Red,1,0,0,1,0
63472,0,Green,0,0,0,0,1
63473,13,Black,0,1,0,1,0
63474,15,Black,0,1,0,1,0
63475,26,Black,0,1,1,0,0
63476,17,Black,0,1,0,1,0
63477,6,Black,0,1,1,0,0
63478,10,Black,0,1,1,0,0
63479,26,Black,0,1,1,0,0
63480,35,Black,0,1,0,1,0
63481,23,Red,1,0,0,1,0
63482,17,Black,0,1,0,1,0
63483,35,Black,0,1,0,1,0
63484,12,Red,1,0,1,0,0
63485,17,Black,0,1,0,1,0
63486,15,Black,0,1,0,1,0
63487,20,Black,0,1,1,0,0
63488,3,Red,1,0,0,1,0
63489,4,Black,0,1,1,0,0
63490,11,Black,0,1,0,1,0
63491,31,Black,0,1,0,1,0
63492,30,Red,1,0,1,0,0
63493,3,Red,1,0,0,1,0
63494,6,Black,0,1,1,0,0
63495,18,Red,1,0,1,0,0
63496,15,Black,0,1,0,1,0
63497,26,Black,0,1,1,0,0
63498,5,Red,1,0,0,1,0
63499,18,Red,1,0,1,0,0
63500,21,Red,1,0,0,1,0
63501,28,Black,0,1,1,0,0
63502,15,Black,0,1,0,1,0
63503,4,Black,0,1,1,0,0
63504,12,Red,1,0,1,0,0
63505,33,Black,0,1,0,1,0
63506,9,Red,1,0,0,1,0
63507,3,Red,1,0,0,1,0
63508,30,Red,1,0,1,0,0
63509,15,Black,0,1,0,1,0
63510,18,Red,1,0,1,0,0
63511,28,Black,0,1,1,0,0
63512,30,Red,1,0,1,0,0
63513,23,Red,1,0,0,1,0
63514,35,Black,0,1,0,1,0
63515,3,Red,1,0,0,1,0
63516,27,Red,1,0,0,1,0
63517,24,Black,0,1,1,0,0
63518,19,Red,1,0,0,1,0
63519,24,Black,0,1,1,0,0
63520,12,Red,1,0,1,0,0
63521,18,Red,1,0,1,0,0
63522,17,Black,0,1,0,1,0
63523,14,Red,1,0,1,0,0
63524,17,Black,0,1,0,1,0
63525,36,Red,1,0,1,0,0
63526,34,Red,1,0,1,0,0
63527,3,Red,1,0,0,1,0
63528,17,Black,0,1,0,1,0
63529,31,Black,0,1,0,1,0
63530,0,Green,0,0,0,0,1
63531,33,Black,0,1,0,1,0
63532,7,Red,1,0,0,1,0
63533,26,Black,0,1,1,0,0
63534,27,Red,1,0,0,1,0
63535,0,Green,0,0,0,0,1
63536,25,Red,1,0,0,1,0
63537,13,Black,0,1,0,1,0
63538,21,Red,1,0,0,1,0
63539,25,Red,1,0,0,1,0
63540,36,Red,1,0,1,0,0
63541,6,Black,0,1,1,0,0
63542,11,Black,0,1,0,1,0
63543,24,Black,0,1,1,0,0
63544,11,Black,0,1,0,1,0
63545,14,Red,1,0,1,0,0
63546,12,Red,1,0,1,0,0
63547,22,Black,0,1,1,0,0
63548,25,Red,1,0,0,1,0
63549,26,Black,0,1,1,0,0
63550,10,Black,0,1,1,0,0
63551,7,Red,1,0,0,1,0
63552,3,Red,1,0,0,1,0
63553,29,Black,0,1,0,1,0
63554,27,Red,1,0,0,1,0
63555,4,Black,0,1,1,0,0
63556,16,Red,1,0,1,0,0
63557,8,Black,0,1,1,0,0
63558,11,Black,0,1,0,1,0
63559,27,Red,1,0,0,1,0
63560,12,Red,1,0,1,0,0
63561,25,Red,1,0,0,1,0
63562,14,Red,1,0,1,0,0
63563,3,Red,1,0,0,1,0
63564,10,Black,0,1,1,0,0
63565,8,Black,0,1,1,0,0
63566,12,Red,1,0,1,0,0
63567,33,Black,0,1,0,1,0
63568,31,Black,0,1,0,1,0
63569,36,Red,1,0,1,0,0
63570,32,Red,1,0,1,0,0
63571,20,Black,0,1,1,0,0
63572,36,Red,1,0,1,0,0
63573,2,Black,0,1,1,0,0
63574,17,Black,0,1,0,1,0
63575,35,Black,0,1,0,1,0
63576,14,Red,1,0,1,0,0
63577,1,Red,1,0,0,1,0
63578,6,Black,0,1,1,0,0
63579,33,Black,0,1,0,1,0
63580,10,Black,0,1,1,0,0
63581,31,Black,0,1,0,1,0
63582,18,Red,1,0,1,0,0
63583,15,Black,0,1,0,1,0
63584,6,Black,0,1,1,0,0
63585,19,Red,1,0,0,1,0
63586,13,Black,0,1,0,1,0
63587,12,Red,1,0,1,0,0
63588,34,Red,1,0,1,0,0
63589,18,Red,1,0,1,0,0
63590,30,Red,1,0,1,0,0
63591,26,Black,0,1,1,0,0
63592,24,Black,0,1,1,0,0
63593,31,Black,0,1,0,1,0
63594,36,Red,1,0,1,0,0
63595,33,Black,0,1,0,1,0
63596,5,Red,1,0,0,1,0
63597,16,Red,1,0,1,0,0
63598,4,Black,0,1,1,0,0
63599,32,Red,1,0,1,0,0
63600,24,Black,0,1,1,0,0
63601,0,Green,0,0,0,0,1
63602,26,Black,0,1,1,0,0
63603,18,Red,1,0,1,0,0
63604,12,Red,1,0,1,0,0
63605,2,Black,0,1,1,0,0
63606,14,Red,1,0,1,0,0
63607,31,Black,0,1,0,1,0
63608,1,Red,1,0,0,1,0
63609,13,Black,0,1,0,1,0
63610,34,Red,1,0,1,0,0
63611,28,Black,0,1,1,0,0
63612,20,Black,0,1,1,0,0
63613,26,Black,0,1,1,0,0
63614,32,Red,1,0,1,0,0
63615,16,Red,1,0,1,0,0
63616,4,Black,0,1,1,0,0
63617,0,Green,0,0,0,0,1
63618,35,Black,0,1,0,1,0
63619,12,Red,1,0,1,0,0
63620,35,Black,0,1,0,1,0
63621,4,Black,0,1,1,0,0
63622,13,Black,0,1,0,1,0
63623,7,Red,1,0,0,1,0
63624,29,Black,0,1,0,1,0
63625,20,Black,0,1,1,0,0
63626,20,Black,0,1,1,0,0
63627,12,Red,1,0,1,0,0
63628,25,Red,1,0,0,1,0
63629,25,Red,1,0,0,1,0
63630,20,Black,0,1,1,0,0
63631,32,Red,1,0,1,0,0
63632,19,Red,1,0,0,1,0
63633,19,Red,1,0,0,1,0
63634,24,Black,0,1,1,0,0
63635,9,Red,1,0,0,1,0
63636,33,Black,0,1,0,1,0
63637,35,Black,0,1,0,1,0
63638,15,Black,0,1,0,1,0
63639,30,Red,1,0,1,0,0
63640,19,Red,1,0,0,1,0
63641,28,Black,0,1,1,0,0
63642,2,Black,0,1,1,0,0
63643,4,Black,0,1,1,0,0
63644,11,Black,0,1,0,1,0
63645,24,Black,0,1,1,0,0
63646,28,Black,0,1,1,0,0
63647,1,Red,1,0,0,1,0
63648,6,Black,0,1,1,0,0
63649,34,Red,1,0,1,0,0
63650,27,Red,1,0,0,1,0
63651,29,Black,0,1,0,1,0
63652,17,Black,0,1,0,1,0
63653,11,Black,0,1,0,1,0
63654,10,Black,0,1,1,0,0
63655,6,Black,0,1,1,0,0
63656,35,Black,0,1,0,1,0
63657,31,Black,0,1,0,1,0
63658,12,Red,1,0,1,0,0
63659,15,Black,0,1,0,1,0
63660,3,Red,1,0,0,1,0
63661,30,Red,1,0,1,0,0
63662,20,Black,0,1,1,0,0
63663,0,Green,0,0,0,0,1
63664,32,Red,1,0,1,0,0
63665,36,Red,1,0,1,0,0
63666,25,Red,1,0,0,1,0
63667,4,Black,0,1,1,0,0
63668,19,Red,1,0,0,1,0
63669,32,Red,1,0,1,0,0
63670,11,Black,0,1,0,1,0
63671,9,Red,1,0,0,1,0
63672,8,Black,0,1,1,0,0
63673,7,Red,1,0,0,1,0
63674,13,Black,0,1,0,1,0
63675,30,Red,1,0,1,0,0
63676,12,Red,1,0,1,0,0
63677,16,Red,1,0,1,0,0
63678,0,Green,0,0,0,0,1
63679,14,Red,1,0,1,0,0
63680,15,Black,0,1,0,1,0
63681,13,Black,0,1,0,1,0
63682,8,Black,0,1,1,0,0
63683,9,Red,1,0,0,1,0
63684,24,Black,0,1,1,0,0
63685,18,Red,1,0,1,0,0
63686,33,Black,0,1,0,1,0
63687,16,Red,1,0,1,0,0
63688,10,Black,0,1,1,0,0
63689,5,Red,1,0,0,1,0
63690,3,Red,1,0,0,1,0
63691,12,Red,1,0,1,0,0
63692,32,Red,1,0,1,0,0
63693,33,Black,0,1,0,1,0
63694,30,Red,1,0,1,0,0
63695,22,Black,0,1,1,0,0
63696,33,Black,0,1,0,1,0
63697,18,Red,1,0,1,0,0
63698,17,Black,0,1,0,1,0
63699,15,Black,0,1,0,1,0
63700,28,Black,0,1,1,0,0
63701,4,Black,0,1,1,0,0
63702,32,Red,1,0,1,0,0
63703,3,Red,1,0,0,1,0
63704,0,Green,0,0,0,0,1
63705,34,Red,1,0,1,0,0
63706,29,Black,0,1,0,1,0
63707,31,Black,0,1,0,1,0
63708,18,Red,1,0,1,0,0
63709,26,Black,0,1,1,0,0
63710,34,Red,1,0,1,0,0
63711,25,Red,1,0,0,1,0
63712,4,Black,0,1,1,0,0
63713,10,Black,0,1,1,0,0
63714,0,Green,0,0,0,0,1
63715,27,Red,1,0,0,1,0
63716,35,Black,0,1,0,1,0
63717,27,Red,1,0,0,1,0
63718,4,Black,0,1,1,0,0
63719,19,Red,1,0,0,1,0
63720,21,Red,1,0,0,1,0
63721,22,Black,0,1,1,0,0
63722,5,Red,1,0,0,1,0
63723,33,Black,0,1,0,1,0
63724,22,Black,0,1,1,0,0
63725,12,Red,1,0,1,0,0
63726,35,Black,0,1,0,1,0
63727,16,Red,1,0,1,0,0
63728,32,Red,1,0,1,0,0
63729,4,Black,0,1,1,0,0
63730,15,Black,0,1,0,1,0
63731,14,Red,1,0,1,0,0
63732,8,Black,0,1,1,0,0
63733,29,Black,0,1,0,1,0
63734,16,Red,1,0,1,0,0
63735,27,Red,1,0,0,1,0
63736,9,Red,1,0,0,1,0
63737,1,Red,1,0,0,1,0
63738,30,Red,1,0,1,0,0
63739,29,Black,0,1,0,1,0
63740,21,Red,1,0,0,1,0
63741,4,Black,0,1,1,0,0
63742,3,Red,1,0,0,1,0
63743,17,Black,0,1,0,1,0
63744,3,Red,1,0,0,1,0
63745,33,Black,0,1,0,1,0
63746,35,Black,0,1,0,1,0
63747,7,Red,1,0,0,1,0
63748,15,Black,0,1,0,1,0
63749,14,Red,1,0,1,0,0
63750,13,Black,0,1,0,1,0
63751,6,Black,0,1,1,0,0
63752,6,Black,0,1,1,0,0
63753,30,Red,1,0,1,0,0
63754,5,Red,1,0,0,1,0
63755,4,Black,0,1,1,0,0
63756,8,Black,0,1,1,0,0
63757,3,Red,1,0,0,1,0
63758,29,Black,0,1,0,1,0
63759,19,Red,1,0,0,1,0
63760,22,Black,0,1,1,0,0
63761,15,Black,0,1,0,1,0
63762,35,Black,0,1,0,1,0
63763,25,Red,1,0,0,1,0
63764,35,Black,0,1,0,1,0
63765,32,Red,1,0,1,0,0
63766,0,Green,0,0,0,0,1
63767,29,Black,0,1,0,1,0
63768,26,Black,0,1,1,0,0
63769,25,Red,1,0,0,1,0
63770,16,Red,1,0,1,0,0
63771,5,Red,1,0,0,1,0
63772,21,Red,1,0,0,1,0
63773,23,Red,1,0,0,1,0
63774,12,Red,1,0,1,0,0
63775,33,Black,0,1,0,1,0
63776,5,Red,1,0,0,1,0
63777,10,Black,0,1,1,0,0
63778,6,Black,0,1,1,0,0
63779,4,Black,0,1,1,0,0
63780,13,Black,0,1,0,1,0
63781,3,Red,1,0,0,1,0
63782,33,Black,0,1,0,1,0
63783,23,Red,1,0,0,1,0
63784,19,Red,1,0,0,1,0
63785,7,Red,1,0,0,1,0
63786,20,Black,0,1,1,0,0
63787,22,Black,0,1,1,0,0
63788,4,Black,0,1,1,0,0
63789,32,Red,1,0,1,0,0
63790,23,Red,1,0,0,1,0
63791,22,Black,0,1,1,0,0
63792,14,Red,1,0,1,0,0
63793,21,Red,1,0,0,1,0
63794,17,Black,0,1,0,1,0
63795,11,Black,0,1,0,1,0
63796,35,Black,0,1,0,1,0
63797,7,Red,1,0,0,1,0
63798,34,Red,1,0,1,0,0
63799,34,Red,1,0,1,0,0
63800,35,Black,0,1,0,1,0
63801,11,Black,0,1,0,1,0
63802,24,Black,0,1,1,0,0
63803,3,Red,1,0,0,1,0
63804,8,Black,0,1,1,0,0
63805,20,Black,0,1,1,0,0
63806,20,Black,0,1,1,0,0
63807,31,Black,0,1,0,1,0
63808,8,Black,0,1,1,0,0
63809,2,Black,0,1,1,0,0
63810,13,Black,0,1,0,1,0
63811,33,Black,0,1,0,1,0
63812,11,Black,0,1,0,1,0
63813,4,Black,0,1,1,0,0
63814,14,Red,1,0,1,0,0
63815,22,Black,0,1,1,0,0
63816,36,Red,1,0,1,0,0
63817,25,Red,1,0,0,1,0
63818,10,Black,0,1,1,0,0
63819,27,Red,1,0,0,1,0
63820,15,Black,0,1,0,1,0
63821,10,Black,0,1,1,0,0
63822,6,Black,0,1,1,0,0
63823,22,Black,0,1,1,0,0
63824,13,Black,0,1,0,1,0
63825,25,Red,1,0,0,1,0
63826,3,Red,1,0,0,1,0
63827,33,Black,0,1,0,1,0
63828,29,Black,0,1,0,1,0
63829,5,Red,1,0,0,1,0
63830,26,Black,0,1,1,0,0
63831,8,Black,0,1,1,0,0
63832,12,Red,1,0,1,0,0
63833,14,Red,1,0,1,0,0
63834,17,Black,0,1,0,1,0
63835,34,Red,1,0,1,0,0
63836,28,Black,0,1,1,0,0
63837,32,Red,1,0,1,0,0
63838,15,Black,0,1,0,1,0
63839,33,Black,0,1,0,1,0
63840,7,Red,1,0,0,1,0
63841,31,Black,0,1,0,1,0
63842,23,Red,1,0,0,1,0
63843,23,Red,1,0,0,1,0
63844,17,Black,0,1,0,1,0
63845,4,Black,0,1,1,0,0
63846,30,Red,1,0,1,0,0
63847,0,Green,0,0,0,0,1
63848,9,Red,1,0,0,1,0
63849,8,Black,0,1,1,0,0
63850,16,Red,1,0,1,0,0
63851,4,Black,0,1,1,0,0
63852,10,Black,0,1,1,0,0
63853,36,Red,1,0,1,0,0
63854,30,Red,1,0,1,0,0
63855,20,Black,0,1,1,0,0
63856,25,Red,1,0,0,1,0
63857,11,Black,0,1,0,1,0
63858,13,Black,0,1,0,1,0
63859,29,Black,0,1,0,1,0
63860,17,Black,0,1,0,1,0
63861,23,Red,1,0,0,1,0
63862,18,Red,1,0,1,0,0
63863,27,Red,1,0,0,1,0
63864,31,Black,0,1,0,1,0
63865,7,Red,1,0,0,1,0
63866,36,Red,1,0,1,0,0
63867,27,Red,1,0,0,1,0
63868,26,Black,0,1,1,0,0
63869,1,Red,1,0,0,1,0
63870,6,Black,0,1,1,0,0
63871,34,Red,1,0,1,0,0
63872,6,Black,0,1,1,0,0
63873,32,Red,1,0,1,0,0
63874,25,Red,1,0,0,1,0
63875,2,Black,0,1,1,0,0
63876,15,Black,0,1,0,1,0
63877,28,Black,0,1,1,0,0
63878,1,Red,1,0,0,1,0
63879,3,Red,1,0,0,1,0
63880,30,Red,1,0,1,0,0
63881,36,Red,1,0,1,0,0
63882,21,Red,1,0,0,1,0
63883,24,Black,0,1,1,0,0
63884,2,Black,0,1,1,0,0
63885,21,Red,1,0,0,1,0
63886,9,Red,1,0,0,1,0
63887,4,Black,0,1,1,0,0
63888,9,Red,1,0,0,1,0
63889,6,Black,0,1,1,0,0
